,,,,Disease A,Disease A,,,,,Disease B,,Disease B,,,,,,,,,,,,,,,
Region_160,56,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.50%,0.00%,0.00%
Region_157,75,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.05%,0.00%,0.10%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.19%,0.00%,0.00%,0.10%
Region_159,9,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.18%,0.14%
Region_158,18,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,55,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.63%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.44%,0.00%,0.00%
Region_157,76,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_159,8,45,,0.00%,0.00%,0.10%,0.00%,0.20%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,19,45,,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,54,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.44%,0.00%,0.00%
Region_157,77,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.04%,0.05%,0.22%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_159,7,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,20,45,,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.12%,0.08%,0.05%,0.24%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.16%,0.00%,0.00%,0.09%
Region_160,53,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.44%,0.00%,0.00%
Region_157,78,45,,0.05%,0.09%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.12%,0.00%,0.00%
Region_159,6,45,,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%
Region_158,21,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,52,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,0.00%,0.00%
Region_157,79,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%,0.36%,0.00%,0.27%,0.08%,0.00%,0.00%,0.00%,0.10%
Region_159,5,45,,0.00%,0.00%,0.00%,0.10%,0.00%,0.16%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.24%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,22,45,,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_160,51,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,0.00%,0.00%
Region_157,80,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%
Region_159,4,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,23,45,,0.05%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.29%,0.00%,0.00%,0.00%,0.00%,0.16%,0.22%,0.00%,0.00%
Region_160,50,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,0.00%,0.00%
Region_159,3,45,,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,24,45,,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.05%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_160,49,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.38%,0.00%,0.00%
Region_159,2,45,,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.13%,0.00%,0.12%,0.00%,0.17%,0.00%,0.00%
Region_158,25,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%
Region_160,48,45,,3.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.33%,0.00%,0.00%,2.33%,0.00%,0.00%
Region_159,1,45,,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.22%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.19%,0.30%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,26,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,47,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.27%,0.00%,0.00%
Region_159,0,45,,0.08%,0.00%,0.00%,0.10%,0.00%,0.00%,0.22%,0.00%,0.07%,0.42%,0.16%,0.00%,0.00%,0.00%,0.30%,0.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%
Region_158,27,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_160,46,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.22%,0.00%,0.00%
Region_158,28,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,45,45,,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,6.06%,5.00%,0.00%,5.56%,0.00%,2.94%,5.56%,3.70%,0.00%,5.26%,0.00%,4.35%,8.33%,0.00%,21.43%,2.22%,4.35%,0.00%
Region_158,29,45,,0.00%,0.00%,0.06%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%
Region_160,44,45,,7.14%,3.13%,0.00%,12.00%,0.00%,0.00%,0.00%,10.00%,0.00%,5.56%,0.00%,5.88%,16.67%,7.14%,3.85%,0.00%,10.34%,0.00%,8.33%,3.85%,14.29%,12.77%,4.35%,1.92%
Region_158,30,45,,0.05%,0.00%,0.00%,0.00%,0.13%,0.00%,0.12%,0.00%,0.05%,0.00%,0.09%,0.08%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,43,45,,0.00%,0.00%,3.57%,0.00%,3.33%,3.45%,2.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.45%,0.00%,1.82%
Region_158,31,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.08%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.11%,0.13%,0.00%
Region_160,42,45,,2.00%,0.00%,0.00%,2.13%,0.00%,0.00%,0.00%,1.79%,2.27%,0.00%,0.00%,2.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.45%,3.57%,0.00%
Region_158,32,45,,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,41,45,,0.00%,2.08%,0.00%,0.00%,0.00%,1.75%,1.96%,0.00%,0.00%,3.85%,4.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.28%,3.33%,0.00%
Region_158,33,45,,0.10%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,40,45,,0.00%,2.04%,1.37%,4.69%,2.22%,1.61%,1.92%,1.33%,0.00%,0.00%,0.00%,4.84%,3.03%,0.00%,0.00%,0.00%,4.26%,4.00%,0.00%,3.70%,0.00%,2.41%,0.00%,1.30%
Region_158,34,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,39,45,,0.00%,1.96%,4.05%,1.47%,2.13%,1.52%,1.89%,1.32%,0.00%,0.00%,2.38%,1.61%,2.94%,6.52%,2.70%,2.44%,0.00%,0.00%,0.00%,5.08%,0.00%,1.15%,9.38%,2.53%
Region_158,35,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.18%
Region_160,38,45,,5.06%,0.00%,0.00%,2.56%,2.08%,0.00%,3.70%,1.30%,2.63%,0.00%,0.00%,4.69%,2.86%,2.13%,0.00%,2.38%,2.08%,0.00%,0.00%,1.64%,0.00%,2.30%,0.00%,1.25%
Region_158,36,45,,0.00%,0.09%,0.12%,0.00%,0.00%,0.00%,0.00%,0.04%,0.05%,0.00%,0.00%,0.00%,0.00%,0.24%,0.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,37,45,,0.81%,1.33%,0.96%,0.84%,0.00%,0.00%,1.49%,0.00%,1.68%,0.00%,0.00%,0.00%,0.00%,3.17%,2.22%,4.08%,3.57%,1.28%,4.17%,0.00%,0.00%,1.96%,0.00%,1.02%
Region_160,36,45,,0.00%,1.28%,2.65%,0.74%,1.56%,0.00%,1.43%,0.82%,1.57%,0.00%,0.00%,1.08%,0.00%,1.43%,0.00%,3.85%,0.00%,3.66%,3.85%,2.27%,0.00%,1.74%,4.17%,2.75%
Region_158,37,45,,0.00%,0.09%,0.12%,0.00%,0.00%,0.00%,0.24%,0.04%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%
Region_160,35,45,,0.72%,1.22%,0.81%,1.31%,0.00%,0.92%,0.00%,0.00%,0.00%,0.00%,0.00%,1.05%,0.00%,0.00%,2.04%,1.75%,3.03%,0.00%,3.45%,0.00%,2.44%,0.82%,3.70%,0.88%
Region_158,38,45,,0.05%,0.00%,0.06%,0.00%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.28%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,0.14%,0.18%
Region_160,34,45,,0.68%,2.38%,0.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.39%,2.00%,0.00%,0.00%,2.04%,0.00%,1.45%,1.04%,3.33%,0.98%,0.00%,0.00%,1.79%,0.00%
Region_158,39,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,33,45,,0.00%,0.00%,0.76%,0.00%,0.00%,0.85%,1.20%,1.52%,0.00%,0.00%,0.00%,0.00%,1.69%,0.00%,4.00%,1.67%,1.43%,2.97%,0.00%,1.90%,0.00%,0.00%,0.00%,0.77%
Region_158,40,45,,0.00%,0.09%,0.00%,0.08%,0.14%,0.00%,0.00%,0.04%,0.05%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%,0.00%,0.18%,0.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,32,45,,0.00%,0.00%,2.94%,0.00%,0.00%,1.67%,1.15%,0.74%,0.64%,0.00%,2.60%,1.96%,0.00%,0.00%,0.00%,1.59%,1.43%,1.98%,3.23%,0.00%,0.00%,0.00%,1.69%,0.76%
Region_158,41,45,,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,31,45,,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,1.15%,2.21%,0.00%,2.17%,0.00%,0.00%,0.00%,1.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.00%,0.00%,0.00%,0.75%
Region_158,42,45,,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.09%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_160,30,45,,1.71%,0.00%,1.34%,0.00%,1.14%,0.75%,1.11%,2.80%,2.38%,2.13%,2.25%,1.85%,1.52%,2.47%,5.66%,0.00%,4.00%,0.00%,0.00%,1.75%,0.00%,2.86%,0.00%,1.43%
Region_158,43,45,,0.05%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.00%
Region_160,29,45,,0.00%,0.00%,0.00%,0.52%,1.10%,0.00%,2.20%,2.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.71%,0.00%,0.00%
Region_158,44,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,28,45,,1.59%,0.00%,0.00%,0.50%,0.00%,0.00%,3.19%,0.68%,1.11%,2.08%,1.01%,0.90%,0.00%,0.00%,0.00%,2.94%,0.00%,0.83%,0.00%,0.84%,1.85%,1.35%,0.00%,2.07%
Region_158,45,45,,0.00%,0.00%,0.06%,0.00%,0.00%,0.00%,0.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,27,45,,0.52%,0.99%,0.00%,0.96%,2.04%,0.68%,0.00%,1.91%,0.00%,0.00%,0.00%,0.88%,0.00%,1.18%,1.85%,2.86%,0.00%,0.00%,0.00%,0.81%,0.00%,1.28%,1.39%,1.32%
Region_158,46,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.11%,0.14%,0.00%
Region_160,26,45,,1.01%,0.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.86%,0.00%,0.00%,0.00%,0.00%,0.00%,1.54%,0.00%,0.00%,0.00%,1.89%,0.00%,0.00%
Region_158,47,45,,0.00%,0.00%,0.06%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,25,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,48,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%
Region_160,24,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.25%,0.00%,0.00%,1.35%,0.00%,0.00%,0.00%,0.00%,1.59%,0.00%,0.00%,0.00%
Region_158,49,45,,0.05%,0.00%,0.13%,0.00%,0.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.14%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%
Region_160,23,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,50,45,,0.00%,0.09%,0.06%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%
Region_160,22,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,51,45,,0.00%,0.19%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,21,45,,0.00%,0.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,52,45,,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.10%,0.00%,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%
Region_160,20,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,53,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,19,45,,0.00%,0.00%,0.00%,0.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.43%,0.00%,0.00%,0.00%
Region_158,54,45,,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%
Region_160,18,45,,0.00%,0.00%,0.00%,0.00%,0.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,55,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.17%,0.00%,0.00%,0.00%
Region_160,17,45,,0.00%,0.00%,0.00%,0.00%,0.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,56,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,16,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,57,45,,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.14%,0.00%,0.00%,0.00%,0.18%,0.08%,0.30%,0.08%,0.00%,0.00%,0.00%,0.10%
Region_160,15,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,58,45,,0.00%,0.10%,0.00%,0.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.00%
Region_160,14,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.66%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,59,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%
Region_160,13,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,60,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,12,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.28%,0.00%,0.00%,0.00%
Region_158,61,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_160,11,45,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
Region_158,62,45,,0.05%,0.00%,0.13%,0.00%,0.15%,0.00%,0.13%,0.05%,0.00%,0.00%,0.00%,0.00%,0.15%,0.00%,0.00%,0.15%,0.00%,0.00%,0.00%,0.08%,0.00%,0.00%,0.00%,0.00%
